code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,mean_assessment_score,code_module,total_vle_clicks
2014B,628327,0,0,0,7,0,0,60,0,Withdrawn,-68.0,-11.0,0.0,,0.0
2014B,628328,0,10,2,6,0,0,60,0,Pass,-72.0,0.0,85.54545454545455,BBB,303.0
2014B,628329,1,12,0,2,0,0,60,0,Fail,-31.0,0.0,48.0,BBB,12.0
2014B,628341,0,11,0,8,0,0,120,0,Withdrawn,-72.0,-57.0,0.0,,0.0
2014B,628360,0,2,2,10,0,0,60,0,Withdrawn,-72.0,-24.0,0.0,,0.0
2014B,628379,0,8,2,2,1,0,60,0,Fail,-61.0,0.0,82.55555555555556,BBB,686.0
2014B,628389,0,0,1,9,0,0,60,0,Distinction,-32.0,0.0,81.5,BBB,1250.0
2014B,628392,0,3,2,1,0,0,60,0,Withdrawn,-52.0,0.0,0.0,,0.0
2014B,628402,0,7,0,3,0,0,60,0,Withdrawn,-72.0,152.0,0.0,BBB,44.0
2014B,628411,0,11,1,1,0,0,120,0,Fail,-51.0,0.0,67.6,BBB,143.0
2014B,628423,0,10,0,7,0,0,60,0,Distinction,-61.0,0.0,81.27272727272727,BBB,320.0
2014B,628442,0,1,2,2,0,0,60,0,Withdrawn,-72.0,117.0,74.0,BBB,66.0
2014B,628511,0,5,0,2,0,0,60,0,Fail,-71.0,0.0,77.5,BBB,254.0
2014B,628516,1,6,2,2,1,0,60,0,Distinction,-71.0,0.0,80.45454545454545,BBB,227.0
2014B,628525,0,3,2,2,0,0,60,0,Fail,-71.0,0.0,74.0,BBB,25.0
2014B,628580,0,5,1,0,0,0,120,1,Distinction,-11.0,0.0,90.36363636363636,BBB,630.0
2014B,628586,0,3,3,5,1,0,120,0,Fail,-29.0,0.0,79.0,BBB,263.0
2014B,628616,0,1,0,4,1,0,60,0,Distinction,-51.0,0.0,92.63636363636364,BBB,342.0
2014B,628635,0,6,2,7,0,0,60,0,Pass,-29.0,0.0,74.3,BBB,389.0
2014B,628655,0,11,0,5,0,0,60,0,Fail,-64.0,0.0,58.333333333333336,BBB,20.0
2014B,628751,0,11,0,2,0,0,60,0,Pass,-61.0,0.0,86.3,BBB,836.0
2014B,628762,0,8,1,7,1,0,60,0,Withdrawn,-32.0,-7.0,0.0,BBB,87.0
2014B,628765,0,1,2,4,0,0,60,0,Withdrawn,-68.0,-7.0,0.0,,0.0
2014B,628827,0,5,0,3,0,0,60,1,Fail,-32.0,0.0,80.0,BBB,90.0
2014B,628843,0,11,3,1,0,0,60,0,Withdrawn,-68.0,-37.0,0.0,,0.0
2014B,628903,0,1,2,1,0,0,120,0,Fail,-67.0,0.0,56.0,BBB,98.0
2014B,628941,1,6,2,7,1,0,60,0,Pass,-46.0,0.0,86.81818181818181,BBB,90.0
2014B,628954,0,8,2,9,0,0,60,0,Pass,-19.0,0.0,68.0,BBB,323.0
2014B,628970,0,3,2,1,0,0,60,0,Withdrawn,-51.0,44.0,57.0,BBB,134.0
2014B,628982,0,10,1,0,0,0,60,0,Fail,-30.0,0.0,70.2,BBB,452.0
2014B,629026,0,6,1,1,0,0,60,0,Pass,-29.0,0.0,80.55555555555556,BBB,695.0
2014B,629029,1,11,2,0,1,0,150,0,Withdrawn,-67.0,-47.0,0.0,,0.0
2014B,629037,0,6,1,4,1,0,60,0,Pass,-59.0,0.0,81.3,BBB,526.0
2014B,629040,0,8,0,8,0,0,60,0,Withdrawn,-67.0,158.0,81.0,BBB,348.0
2014B,629044,0,3,0,2,0,0,60,0,Fail,-53.0,0.0,68.375,BBB,274.0
2014B,629060,0,0,0,6,0,0,60,0,Pass,-66.0,0.0,77.9090909090909,BBB,134.0
2014B,629088,1,1,0,8,0,0,60,0,Withdrawn,-32.0,47.0,64.0,BBB,98.0
2014B,629094,0,12,2,7,1,0,60,0,Fail,-66.0,0.0,71.71428571428571,BBB,75.0
2014B,629103,0,0,0,8,0,0,60,0,Fail,-54.0,0.0,77.81818181818181,BBB,283.0
2014B,629159,0,6,2,0,0,0,60,0,Fail,-50.0,0.0,59.0,BBB,88.0
2014B,629240,0,8,2,9,0,0,60,0,Pass,-29.0,0.0,60.18181818181818,BBB,581.0
2014B,629274,0,7,0,8,0,0,60,0,Pass,-43.0,0.0,89.2,BBB,97.0
2014B,629340,0,6,1,0,0,0,60,0,Withdrawn,-31.0,-10.0,0.0,,0.0
2014B,629424,0,10,2,4,0,0,60,0,Withdrawn,-29.0,171.0,67.0,BBB,1182.0
2014B,629461,0,6,0,0,1,0,60,0,Fail,-58.0,0.0,73.0,BBB,143.0
2014B,629462,0,7,2,2,0,0,60,0,Withdrawn,-54.0,20.0,82.0,BBB,21.0
2014B,629484,1,3,0,0,1,0,60,0,Withdrawn,-60.0,0.0,0.0,,0.0
2014B,629490,0,6,2,0,0,0,60,0,Fail,-58.0,0.0,75.1,BBB,1765.0
2014B,629504,1,10,2,0,0,0,60,0,Pass,-64.0,0.0,91.0,BBB,789.0
2014B,629505,1,10,1,3,1,0,60,0,Withdrawn,-64.0,54.0,0.0,,0.0
2014B,629507,0,10,0,4,0,0,60,0,Pass,-64.0,0.0,85.8,BBB,229.0
2014B,629538,0,8,0,6,0,0,60,1,Withdrawn,-51.0,11.0,0.0,BBB,58.0
2014B,629554,0,12,0,7,0,0,60,0,Fail,-24.0,0.0,68.72727272727273,BBB,93.0
2014B,629574,1,5,1,0,0,0,60,0,Withdrawn,-52.0,0.0,0.0,,0.0
2014B,629619,0,8,0,7,0,0,60,0,Pass,-52.0,0.0,84.63636363636364,BBB,518.0
2014B,629671,0,3,1,2,0,0,60,0,Withdrawn,-61.0,-42.0,0.0,,0.0
2014B,629736,1,5,0,6,0,0,90,0,Withdrawn,-60.0,-47.0,78.0,GGG,421.0
2014B,629736,1,5,0,6,0,0,90,0,Withdrawn,-15.0,0.0,78.0,GGG,421.0
2014B,629835,1,10,2,6,0,0,60,0,Pass,-17.0,0.0,76.9,BBB,573.0
2014B,629870,0,0,0,5,0,0,60,0,Fail,-36.0,0.0,54.0,BBB,113.0
2014B,629886,0,6,2,4,1,0,60,0,Pass,-43.0,0.0,79.54545454545455,BBB,2523.0
2014B,629891,0,9,0,3,0,0,60,0,Distinction,-52.0,0.0,89.0,BBB,664.0
2014B,629923,0,0,2,0,0,0,60,0,Fail,-60.0,0.0,68.6,BBB,631.0
2014B,629971,0,1,0,2,0,0,120,0,Withdrawn,-36.0,-8.0,0.0,,0.0
2014B,629976,0,6,1,0,0,0,60,0,Withdrawn,-52.0,127.0,76.0,BBB,257.0
2014B,629983,0,7,0,3,0,0,60,0,Withdrawn,-32.0,0.0,0.0,,0.0
2014B,629991,0,0,2,9,0,0,60,0,Withdrawn,-58.0,11.0,0.0,,0.0
2014B,630028,0,3,0,1,1,0,120,0,Pass,-59.0,0.0,82.27272727272727,BBB,580.0
2014B,630029,1,3,1,2,0,0,120,0,Pass,-59.0,0.0,75.85714285714286,BBB,212.0
2014B,630030,0,11,2,1,0,0,120,0,Pass,-59.0,0.0,74.0,BBB,124.0
2014B,630037,0,7,2,5,1,0,120,0,Withdrawn,-59.0,-50.0,0.0,,0.0
2014B,630052,0,11,2,0,0,0,60,0,Distinction,-59.0,0.0,89.8,BBB,425.0
2014B,630053,0,1,2,3,0,0,60,0,Pass,-59.0,0.0,87.4,BBB,355.0
2014B,630090,0,10,2,6,0,0,60,1,Fail,-19.0,0.0,72.66666666666667,BBB,976.0
2014B,630134,0,0,2,8,0,0,60,0,Withdrawn,-59.0,-22.0,0.0,,0.0
2014B,630147,0,6,2,0,1,0,60,0,Fail,-32.0,0.0,87.5,BBB,132.0
2014B,630182,1,11,2,2,0,0,60,0,Withdrawn,-57.0,-33.0,0.0,,0.0
2014B,630260,1,7,2,7,0,0,60,0,Fail,-31.0,0.0,77.45454545454545,BBB,124.0
2014B,630315,0,10,3,3,1,0,60,0,Pass,-18.0,0.0,83.0909090909091,BBB,1134.0
2014B,630333,0,0,0,3,0,0,60,0,Pass,-36.0,0.0,78.1,BBB,296.0
2014B,630340,0,1,2,2,0,0,60,0,Withdrawn,-48.0,-7.0,0.0,,0.0
2014B,630345,0,9,2,3,0,0,60,1,Fail,-57.0,0.0,73.66666666666667,BBB,356.0
2014B,630372,0,6,0,6,1,0,60,0,Pass,-51.0,0.0,84.9,BBB,131.0
2014B,630393,0,6,1,5,1,0,60,0,Distinction,-52.0,0.0,87.72727272727273,BBB,633.0
2014B,630415,0,0,2,3,0,0,60,0,Pass,-51.0,0.0,80.54545454545455,BBB,1368.0
2014B,630443,0,11,0,0,0,0,120,1,Pass,-57.0,0.0,86.6,BBB,312.0
2014B,630451,0,1,0,9,1,0,60,0,Distinction,-52.0,0.0,80.45454545454545,BBB,1003.0
2014B,630476,0,5,2,0,1,0,60,1,Withdrawn,-51.0,73.0,61.0,BBB,61.0
2014B,630497,0,1,0,2,0,0,60,0,Fail,-29.0,0.0,40.0,BBB,64.0
2014B,630549,0,11,0,4,0,0,60,0,Fail,-51.0,0.0,64.77777777777777,BBB,209.0
2014B,630561,0,9,0,9,0,0,60,0,Pass,-29.0,0.0,81.66666666666667,BBB,1182.0
2014B,630586,0,11,0,2,0,0,60,1,Fail,-52.0,0.0,56.0,BBB,171.0
2014B,630608,0,11,0,3,1,0,120,0,Pass,-52.0,0.0,91.36363636363636,BBB,1203.0
2014B,630718,0,11,2,1,0,0,60,0,Pass,-52.0,0.0,90.6,BBB,1688.0
2014B,630736,0,11,2,4,0,0,60,0,Pass,-52.0,0.0,76.18181818181819,BBB,300.0
2014B,630763,0,7,2,7,0,0,60,0,Pass,-51.0,0.0,67.0,BBB,275.0
2014B,630778,0,10,0,9,1,0,60,0,Pass,-24.0,0.0,75.36363636363636,BBB,693.0
2014B,630794,0,6,2,0,1,0,60,0,Fail,-52.0,0.0,71.54545454545455,BBB,996.0
2014B,630823,0,6,0,6,0,0,60,0,Pass,-43.0,0.0,83.55555555555556,BBB,1143.0
2014B,630833,0,11,2,5,0,0,60,0,Fail,-41.0,0.0,81.0,BBB,190.0
2014B,630876,0,6,2,7,1,0,60,0,Pass,-35.0,0.0,83.6,BBB,1228.0
2014B,630902,0,8,2,2,0,0,60,0,Withdrawn,-52.0,0.0,0.0,,0.0
2014B,630920,0,6,2,7,0,0,60,0,Withdrawn,-35.0,-10.0,0.0,,0.0
2014B,630944,0,11,0,5,0,0,60,0,Pass,11.0,0.0,79.22222222222223,BBB,545.0
2014B,630957,0,5,2,3,1,0,60,0,Withdrawn,-50.0,0.0,0.0,,0.0
2014B,630999,0,9,0,9,0,0,120,0,Withdrawn,-52.0,69.0,54.0,BBB,44.0
2014B,631031,0,6,1,3,1,0,60,0,Withdrawn,-31.0,80.0,74.66666666666667,BBB,304.0
2014B,631081,0,11,0,8,0,0,60,0,Pass,-34.0,0.0,75.81818181818181,BBB,701.0
2014B,631082,0,5,0,1,0,0,60,0,Withdrawn,-52.0,-51.0,0.0,,0.0
2014B,631086,0,1,0,9,0,0,120,0,Fail,-43.0,0.0,81.36363636363636,BBB,235.0
2014B,631108,0,7,2,9,1,0,60,0,Pass,-36.0,0.0,94.0909090909091,BBB,658.0
2014B,631109,0,0,3,3,0,0,60,0,Pass,-52.0,0.0,85.0,BBB,2772.0
2014B,631132,0,1,2,1,0,0,60,1,Fail,-52.0,0.0,67.75,BBB,435.0
2014B,631190,1,5,2,0,0,0,120,1,Withdrawn,-50.0,0.0,0.0,,0.0
2014B,631197,0,5,0,1,0,0,60,1,Withdrawn,-35.0,0.0,0.0,,0.0
2014B,631225,1,7,0,7,0,0,60,0,Pass,-20.0,0.0,81.72727272727273,BBB,393.0
2014B,631341,0,11,0,1,0,0,60,0,Fail,-29.0,0.0,73.66666666666667,BBB,138.0
2014B,631354,0,9,0,1,0,0,120,0,Withdrawn,-50.0,132.0,82.75,BBB,204.0
2014B,631384,0,1,3,2,0,0,60,0,Pass,-24.0,0.0,79.18181818181819,BBB,399.0
2014B,631422,0,6,2,7,1,0,60,0,Withdrawn,-36.0,170.0,83.75,BBB,354.0
2014B,631441,0,5,2,6,1,0,60,0,Distinction,-27.0,0.0,91.81818181818181,BBB,1933.0
2014B,631442,1,8,2,2,0,0,60,1,Fail,-46.0,0.0,88.0,BBB,39.0
2014B,631444,0,10,0,2,0,0,60,0,Withdrawn,-50.0,53.0,71.0,BBB,20.0
2014B,631445,0,10,2,3,1,0,60,0,Pass,-50.0,0.0,64.45454545454545,BBB,422.0
2014B,631492,0,7,1,1,0,0,120,0,Pass,-46.0,0.0,72.54545454545455,BBB,651.0
2014B,631515,0,8,0,3,1,0,60,0,Pass,-27.0,0.0,80.36363636363636,BBB,4321.0
2014B,631518,0,0,2,6,0,0,60,0,Withdrawn,-31.0,0.0,0.0,,0.0
2014B,631530,0,1,2,0,0,0,60,0,Pass,-30.0,0.0,62.81818181818182,BBB,519.0
2014B,631561,0,11,0,1,0,0,60,1,Withdrawn,-46.0,214.0,68.0,BBB,48.0
2014B,631563,0,1,0,9,0,0,120,1,Fail,-46.0,0.0,83.83333333333333,BBB,103.0
2014B,631610,0,1,0,0,1,0,60,0,Withdrawn,-30.0,100.0,80.75,BBB,124.0
2014B,631613,0,3,2,4,1,0,60,0,Pass,-35.0,0.0,77.45454545454545,BBB,639.0
2014B,631650,1,7,0,3,1,0,60,0,Fail,-30.0,0.0,83.25,BBB,525.0
2014B,631679,0,10,1,3,1,0,120,0,Distinction,-46.0,0.0,92.3,BBB,484.0
2014B,631724,0,8,0,7,0,0,60,0,Pass,-35.0,0.0,92.81818181818181,BBB,909.0
2014B,631766,0,6,0,9,0,0,60,0,Pass,-41.0,0.0,92.0,BBB,4429.0
2014B,631777,0,9,2,2,1,0,60,0,Distinction,-30.0,0.0,92.18181818181819,BBB,694.0
2014B,631848,0,11,0,2,0,0,60,0,Pass,-35.0,0.0,81.5,BBB,336.0
2014B,631941,0,3,2,0,0,0,60,0,Withdrawn,-36.0,-7.0,0.0,BBB,52.0
2014B,632040,0,8,2,6,0,0,120,0,Fail,-36.0,0.0,0.0,,0.0
2014B,632084,0,11,0,1,0,0,60,0,Distinction,-36.0,0.0,88.72727272727273,BBB,631.0
2014B,632113,0,5,2,1,0,0,60,0,Fail,-36.0,0.0,86.5,BBB,218.0
2014B,632148,0,11,0,2,0,0,60,1,Fail,-36.0,0.0,81.22222222222223,BBB,321.0
2014B,632181,0,0,0,7,0,0,60,0,Withdrawn,-19.0,47.0,80.0,BBB,234.0
2014B,632231,0,3,2,1,0,0,60,0,Fail,-30.0,0.0,69.66666666666667,BBB,82.0
2014B,632254,0,7,0,3,0,0,60,0,Pass,-22.0,0.0,84.1,BBB,367.0
2014B,632302,0,3,0,1,1,0,60,1,Pass,-35.0,0.0,74.44444444444444,BBB,442.0
2014B,632447,0,0,2,5,0,0,60,0,Withdrawn,-36.0,93.0,66.0,BBB,3646.0
2014B,632454,0,5,0,0,0,0,60,0,Pass,-32.0,0.0,80.1,BBB,282.0
2014B,632470,0,8,2,4,0,0,60,0,Fail,-35.0,0.0,57.0,BBB,53.0
2014B,632503,0,7,2,5,0,0,60,0,Distinction,-36.0,0.0,93.54545454545455,BBB,1508.0
2014B,632536,0,3,0,4,0,0,120,0,Fail,-36.0,0.0,87.5,BBB,171.0
2014B,632547,0,0,0,7,0,0,120,0,Fail,-35.0,0.0,77.66666666666667,BBB,251.0
2014B,632574,0,1,2,9,0,0,60,0,Withdrawn,-36.0,54.0,59.0,BBB,144.0
2014B,632578,1,10,2,6,1,0,60,0,Pass,-30.0,0.0,86.63636363636364,BBB,629.0
2014B,632605,0,8,0,2,0,0,120,0,Withdrawn,-30.0,-8.0,0.0,BBB,38.0
2014B,632618,0,1,0,2,0,0,120,0,Withdrawn,-35.0,103.0,76.6,BBB,502.0
2014B,632658,0,12,2,0,0,0,60,0,Pass,-34.0,0.0,44.333333333333336,BBB,124.0
2014B,632682,0,5,2,0,0,0,60,0,Fail,-31.0,0.0,70.0909090909091,BBB,126.0
2014B,632704,0,1,0,0,1,0,120,0,Pass,-35.0,0.0,70.36363636363636,BBB,1065.0
2014B,632712,0,12,0,1,0,0,60,0,Fail,-34.0,0.0,71.45454545454545,BBB,79.0
2014B,632752,0,0,0,5,0,0,60,0,Pass,-32.0,0.0,77.22222222222223,BBB,1240.0
2014B,632823,0,0,0,7,1,0,60,0,Pass,-29.0,0.0,79.18181818181819,BBB,1106.0
2014B,632847,0,0,2,4,1,0,60,0,Withdrawn,-35.0,33.0,65.0,BBB,66.0
2014B,632869,0,7,0,4,0,0,60,0,Fail,-32.0,0.0,73.5,BBB,232.0
2014B,632911,0,7,0,6,1,0,60,0,Withdrawn,-34.0,-22.0,0.0,,0.0
2014B,633024,0,3,0,4,1,0,60,0,Pass,-31.0,0.0,87.27272727272727,BBB,497.0
2014B,633052,0,2,2,3,0,0,60,0,Withdrawn,-31.0,10.0,0.0,BBB,95.0
2014B,633130,1,2,2,8,0,0,60,0,Pass,-29.0,0.0,76.0,BBB,316.0
2014B,633162,0,9,0,6,0,0,60,0,Fail,-32.0,0.0,59.0,BBB,77.0
2014B,633193,0,1,2,3,0,0,60,0,Pass,-22.0,0.0,61.333333333333336,BBB,270.0
2014B,633208,1,0,2,4,0,0,60,0,Pass,-32.0,0.0,75.0,BBB,418.0
2014B,633212,0,10,2,8,0,0,60,0,Pass,-29.0,0.0,83.7,BBB,312.0
2014B,633228,0,11,0,0,0,0,60,0,Fail,-32.0,0.0,77.0,BBB,157.0
2014B,633231,0,4,2,0,0,0,60,0,Fail,-32.0,0.0,0.0,BBB,8.0
2014B,633245,0,5,2,0,0,0,60,0,Fail,-32.0,0.0,79.66666666666667,BBB,807.0
2014B,633257,1,9,2,4,1,0,60,0,Fail,-31.0,0.0,33.44444444444444,BBB,440.0
2014B,633378,0,5,0,4,0,0,60,0,Withdrawn,-32.0,51.0,84.0,BBB,282.0
2014B,633380,1,11,2,2,0,0,120,0,Fail,-29.0,0.0,69.0,BBB,86.0
2014B,633386,0,6,2,4,1,0,120,0,Pass,-32.0,0.0,76.7,BBB,586.0
2014B,633394,0,5,0,2,0,0,60,0,Fail,-29.0,0.0,79.42857142857143,BBB,561.0
2014B,633462,0,7,2,2,0,0,180,0,Withdrawn,-32.0,13.0,0.0,BBB,23.0
2014B,633472,1,10,0,9,0,0,60,0,Pass,-32.0,0.0,85.18181818181819,BBB,626.0
2014B,633491,0,6,1,9,0,0,60,0,Fail,-29.0,0.0,69.0,BBB,218.0
2014B,633499,0,11,1,0,1,0,60,0,Pass,-27.0,0.0,67.0,BBB,448.0
2014B,633560,0,9,0,6,0,0,60,0,Distinction,-32.0,0.0,85.72727272727273,BBB,518.0
2014B,633570,1,7,0,0,1,0,60,0,Pass,-24.0,0.0,86.1,BBB,224.0
2014B,633590,0,0,0,8,0,0,60,0,Distinction,-29.0,0.0,88.54545454545455,BBB,1959.0
2014B,633599,0,11,2,4,0,0,60,0,Withdrawn,-24.0,-22.0,0.0,,0.0
2014B,633603,0,3,2,2,1,0,60,0,Fail,-31.0,0.0,63.63636363636363,BBB,537.0
2014B,633613,0,0,2,2,1,0,60,0,Withdrawn,-31.0,-25.0,0.0,,0.0
2014B,633646,0,8,0,3,1,0,60,0,Pass,-31.0,0.0,77.72727272727273,BBB,239.0
2014B,633650,0,9,0,8,0,0,60,1,Pass,-32.0,0.0,69.5,BBB,279.0
2014B,633669,0,1,0,0,0,0,60,0,Pass,-31.0,0.0,75.0909090909091,BBB,250.0
2014B,633865,0,12,1,1,0,0,60,0,Fail,-30.0,0.0,70.0,BBB,64.0
2014B,633883,1,11,0,0,0,0,60,0,Withdrawn,-24.0,-7.0,0.0,BBB,7.0
2014B,633890,0,0,2,9,0,0,60,0,Fail,-31.0,0.0,0.0,BBB,24.0
2014B,633900,0,8,2,5,1,0,60,0,Withdrawn,-29.0,11.0,0.0,,0.0
2014B,633912,0,1,2,0,1,0,60,0,Withdrawn,-31.0,-5.0,0.0,,0.0
2014B,633929,0,8,2,10,1,0,60,0,Pass,-19.0,0.0,72.5,BBB,1673.0
2014B,633935,0,2,2,10,1,0,60,0,Pass,-24.0,0.0,81.18181818181819,BBB,227.0
2014B,634058,0,8,1,9,0,0,120,0,Pass,-31.0,0.0,83.8,BBB,201.0
2014B,634075,0,11,0,9,0,0,120,0,Distinction,-30.0,0.0,88.72727272727273,BBB,778.0
2014B,634077,0,11,0,9,0,0,60,0,Pass,-30.0,0.0,74.54545454545455,BBB,218.0
2014B,634164,0,1,0,1,0,0,60,0,Withdrawn,-29.0,138.0,86.14285714285714,BBB,632.0
2014B,634188,0,0,3,2,0,0,60,0,Pass,-29.0,0.0,67.63636363636364,BBB,129.0
2014B,634230,0,0,0,9,1,0,60,0,Distinction,-29.0,0.0,84.63636363636364,BBB,1227.0
2014B,634265,0,7,0,6,0,0,60,0,Pass,-29.0,0.0,84.2,BBB,614.0
2014B,634280,1,11,1,3,0,0,120,0,Distinction,-30.0,0.0,82.27272727272727,BBB,854.0
2014B,634286,0,3,1,2,0,0,60,0,Pass,-30.0,0.0,77.81818181818181,BBB,620.0
2014B,634298,1,12,2,0,1,0,60,1,Withdrawn,-24.0,7.0,0.0,BBB,22.0
2014B,634304,0,3,0,2,0,0,60,0,Pass,-24.0,0.0,68.72727272727273,BBB,807.0
2014B,634353,0,8,0,8,0,0,60,0,Fail,-29.0,0.0,61.5,BBB,240.0
2014B,634373,0,6,2,1,0,0,60,0,Withdrawn,-30.0,-10.0,0.0,,0.0
2014B,634396,0,4,0,8,0,0,60,0,Withdrawn,-30.0,0.0,0.0,,0.0
2014B,634412,0,5,0,0,1,0,120,0,Pass,-22.0,0.0,86.9,BBB,1577.0
2014B,634428,1,7,2,7,1,0,60,0,Withdrawn,-22.0,-7.0,0.0,,0.0
2014B,634472,0,1,0,7,1,0,120,0,Distinction,-29.0,0.0,91.3,BBB,700.0
2014B,634477,0,0,0,2,1,0,60,0,Pass,-29.0,0.0,66.45454545454545,BBB,661.0
2014B,634481,1,0,0,5,1,0,60,0,Pass,-29.0,0.0,81.36363636363636,BBB,134.0
2014B,634483,0,0,2,1,1,0,60,0,Pass,-29.0,0.0,76.9,BBB,2324.0
2014B,634486,0,0,1,4,1,0,60,0,Withdrawn,-29.0,-22.0,0.0,,0.0
2014B,634491,0,0,0,7,1,0,60,0,Pass,-29.0,0.0,84.0,BBB,575.0
2014B,634606,0,5,2,4,0,0,60,0,Fail,-29.0,0.0,82.54545454545455,BBB,438.0
2014B,634615,1,3,0,5,0,0,60,0,Fail,-24.0,0.0,0.0,BBB,6.0
2014B,634715,0,10,1,4,0,0,60,0,Distinction,-24.0,0.0,92.5,BBB,1912.0
2014B,634833,0,9,2,3,1,0,60,0,Distinction,-29.0,0.0,87.45454545454545,BBB,1543.0
2014B,634851,0,11,0,1,0,0,60,0,Distinction,-29.0,0.0,93.18181818181819,BBB,306.0
2014B,634876,0,10,2,2,1,0,60,0,Pass,-22.0,0.0,71.5,BBB,752.0
2014B,634928,0,10,1,1,0,0,60,0,Pass,-29.0,0.0,70.7,BBB,1391.0
2014B,634932,0,10,2,0,1,0,60,0,Fail,-29.0,0.0,0.0,BBB,3.0
2014B,634944,0,4,1,10,1,0,60,0,Pass,-17.0,0.0,76.0,BBB,419.0
2014B,634976,1,11,1,4,1,0,60,0,Distinction,-24.0,0.0,94.1,BBB,303.0
2014B,635011,1,10,0,9,0,0,60,0,Pass,-22.0,0.0,78.45454545454545,BBB,153.0
2014B,635113,0,8,2,8,0,0,60,0,Pass,-24.0,0.0,78.63636363636364,BBB,95.0
2014B,635122,0,7,0,9,0,0,60,0,Pass,-28.0,0.0,91.27272727272727,BBB,616.0
2014B,635136,0,1,1,8,1,0,120,0,Pass,-22.0,0.0,82.55555555555556,BBB,1567.0
2014B,635173,0,10,1,3,0,0,120,0,Distinction,-28.0,0.0,80.0909090909091,BBB,730.0
2014B,635228,0,10,0,6,0,0,60,0,Pass,-28.0,0.0,86.0,BBB,347.0
2014B,635230,0,10,0,6,0,0,60,0,Distinction,-28.0,0.0,92.8,BBB,1528.0
2014B,635241,0,10,0,6,1,0,60,0,Pass,-28.0,0.0,79.36363636363636,BBB,667.0
2014B,635244,1,10,0,8,1,0,60,0,Pass,-28.0,0.0,77.27272727272727,BBB,948.0
2014B,635245,1,10,0,4,1,0,60,0,Fail,-24.0,0.0,0.0,,0.0
2014B,635246,0,10,2,3,0,0,60,0,Fail,-24.0,0.0,66.125,BBB,63.0
2014B,635247,1,10,1,3,0,0,60,0,Pass,-24.0,0.0,58.333333333333336,BBB,211.0
2014B,635432,1,10,0,2,1,0,60,0,Fail,-24.0,0.0,58.75,BBB,374.0
2014B,635433,0,10,0,9,1,0,60,0,Pass,-24.0,0.0,76.72727272727273,BBB,217.0
2014B,635435,0,10,0,0,0,0,60,0,Pass,-24.0,0.0,73.72727272727273,BBB,381.0
2014B,635473,1,5,1,7,0,0,120,0,Fail,-24.0,0.0,100.0,BBB,136.0
2014B,635591,0,6,0,4,0,0,60,0,Pass,-24.0,0.0,83.45454545454545,BBB,660.0
2014B,635755,0,10,0,0,0,0,60,1,Distinction,-24.0,0.0,86.45454545454545,BBB,1250.0
2014B,635761,0,10,2,0,0,0,60,0,Pass,-24.0,0.0,66.72727272727273,BBB,148.0
2014B,635764,1,10,3,1,0,0,60,0,Pass,-24.0,0.0,76.1,BBB,329.0
2014B,635771,0,4,0,2,0,0,60,0,Pass,-22.0,0.0,79.3,BBB,138.0
2014B,635773,0,10,0,3,0,0,60,0,Pass,-24.0,0.0,82.81818181818181,BBB,229.0
2014B,635774,0,10,0,0,0,0,60,0,Pass,-24.0,0.0,80.0,BBB,412.0
2014B,635777,0,10,0,3,0,0,60,0,Withdrawn,-24.0,6.0,0.0,BBB,59.0
2014B,635788,0,10,0,2,1,0,60,0,Pass,-24.0,0.0,88.5,BBB,888.0
2014B,635793,0,10,2,0,1,0,60,1,Withdrawn,-24.0,173.0,84.66666666666667,BBB,73.0
2014B,636271,1,10,1,8,0,0,60,0,Fail,-19.0,0.0,0.0,,0.0
2014B,637864,0,10,1,8,1,0,60,0,Fail,-4.0,0.0,0.0,,0.0
2014B,1108120,0,1,0,3,1,0,60,0,Withdrawn,-30.0,-3.0,0.0,BBB,55.0
2014B,1127413,0,6,1,7,1,0,120,0,Distinction,-68.0,0.0,90.63636363636364,BBB,202.0
2014B,1332999,0,10,2,3,1,0,60,0,Distinction,-31.0,0.0,85.36363636363636,BBB,467.0
2014B,1341507,0,6,1,5,1,0,60,1,Distinction,-60.0,0.0,84.0909090909091,BBB,347.0
2014B,1393589,0,8,0,9,1,0,60,0,Pass,-130.0,0.0,70.8,BBB,213.0
2014B,1406920,0,0,0,8,1,0,60,0,Pass,-93.0,0.0,74.7,BBB,1485.0
2014B,1431750,1,11,0,6,2,2,60,0,Fail,-22.0,0.0,47.0,BBB,4.0
2014B,1453691,0,7,0,1,1,0,60,0,Withdrawn,-81.0,188.0,82.5,BBB,333.0
2014B,1502193,0,1,0,3,1,0,60,0,Pass,-22.0,0.0,84.3,BBB,1820.0
2014B,1508708,1,7,0,5,1,0,90,1,Fail,-64.0,0.0,0.0,BBB,10.0
2014B,1525567,1,6,0,8,1,0,60,0,Distinction,-87.0,0.0,92.45454545454545,BBB,2691.0
2014B,1536591,0,3,2,1,1,1,120,0,Withdrawn,-150.0,191.0,74.4,BBB,75.0
2014B,1540042,0,8,2,10,1,0,60,0,Distinction,-29.0,0.0,89.9,BBB,407.0
2014B,1559428,0,6,1,1,1,0,60,0,Fail,-22.0,0.0,82.33333333333333,BBB,51.0
2014B,1560989,0,6,1,0,1,0,60,1,Withdrawn,-89.0,61.0,79.0,BBB,284.0
